"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1960145254075818488","Tue Aug 26 01:24:29 +0000 2025","6","SORE Istri Dari Masa Depan [10/10] - Absolute indo cinema great story telling suka banget film film yang alurnya bolak balik berdasarkan perspective karakter-karakter gak ketebak romantic but not cheesy sedih tapi ga lebay GREAT ACTORS AND ACTRESSESS Yandy Laurens https://t.co/LN0a4ITemT","1960151329877508277","https://pbs.twimg.com/media/GzPbPwAbgAAgdNO.jpg","kemalinganumum","in","","0","1","2","https://x.com/undefined/status/1960151329877508277","1816724652317954048",
"1943468476477378835","Mon Aug 25 22:28:07 +0000 2025","0","[Hari 47#] Jadwal pemutaran film Sore Istri Dari Masa Depan Senin (25/8): DP 12:00 14:20 16:40 19:00 21:20 The Park 12:40 15:00 17:20*","1960106943495950361","","Kofindo","in","","0","1","0","https://x.com/undefined/status/1960106943495950361","551700617",
"1959990551253815521","Mon Aug 25 15:32:29 +0000 2025","0","@okamisetsu Halo aku Sore istri dari masa depan","1960002347293417559","","okamisetsu","in","","0","0","0","https://x.com/undefined/status/1960002347293417559","1329666632050884609",
"1960000486133961042","Mon Aug 25 15:27:01 +0000 2025","0","hai aku sore istri kamu dari masa depan ","1960000970479575297","","hypersteiiar","in","","0","0","0","https://x.com/undefined/status/1960000970479575297","1022771355924615169",
"1959993406085857743","Mon Aug 25 14:56:57 +0000 2025","182","Finally! Sore : Istri Dari Masa Depan akan berada di pawagam Malaysia! 25 September 2025. Post tadi diorang delete sebab typo dalam video pawagam jadi pawgam https://t.co/DUw30CzqtS","1959993406085857743","https://pbs.twimg.com/ext_tw_video_thumb/1959993381352095744/pu/img/lNK2zVqCm8efcy2z.jpg","","in","","32","0","79","https://x.com/undefined/status/1959993406085857743","40886585",
"1959986442433966435","Mon Aug 25 14:29:17 +0000 2025","275","Apa yang akan kamu lakukan jika pasangan masa depanmu datang dan menyapamu hari ini? Khas buat peminat di Malaysia Sore: Istri Dari Masa Depan 25 September ini Filem oleh: @cerita_films @yndlaurens @sheiladaisha @dionwiyoko #Sore #IstriDariMasaDepan #SoreDiMalaysia https://t.co/arfAcTkS1J","1959986442433966435","https://pbs.twimg.com/amplify_video_thumb/1959986372695273472/img/pSxpVJiGyThKrYW6.jpg","","in","","40","4","62","https://x.com/undefined/status/1959986442433966435","267067975",
"1959984930785804646","Mon Aug 25 14:23:16 +0000 2025","0","Sore istri dari masa depan","1959984930785804646","","","in","","0","0","0","https://x.com/undefined/status/1959984930785804646","1910705593385725952",
"1959944048569122852","Mon Aug 25 13:44:41 +0000 2025","1","@debychristi yang baru baru tayang ga si SORE: Istri Dari Masa Depan. Eh tapi gatau ya itu masuk dalam proses nya atau nggak ","1959975220820717651","","debychristi","in","","0","0","0","https://x.com/undefined/status/1959975220820717651","134110139",
"1959970554011615635","Mon Aug 25 13:26:09 +0000 2025","656","SORE ISTRI DARI MASA DEPAN 25 September di Malaysia! https://t.co/AkPILhHAVh","1959970554011615635","","","in","","50","17","73","https://x.com/undefined/status/1959970554011615635","950632407530577920",
"1959186369663623280","Mon Aug 25 12:39:02 +0000 2025","0","@wondanrupiah @JPFBASE Keinget scene di filmnya aja sih kak itu OST film Sore: Istri dari Masa Depan kan?","1959958697586675969","","wondanrupiah","in","","0","1","0","https://x.com/undefined/status/1959958697586675969","177471334",
